,anchor,positive,negative
45015,165313,1,3
45016,165315,119878,5
45017,165317,22,1
45018,165319,22,1
45019,165323,48,9
45020,165325,4,2
45021,165327,1,6
45022,165329,6,1
45023,165331,37,2
45024,165333,4,1
45025,165335,12,2
45026,165337,1401,2
45027,165339,37,1
45028,165341,1,2
45029,165343,426,2
45030,165345,443,3
45031,165347,2058,1
45032,165349,1783,1
45033,165351,37,3
45034,165353,3508,4
45035,165355,22,3
45036,165357,4,6
45037,165359,4,2
45038,165361,70,3
45039,165363,4,2
45040,165365,24,1
45041,165367,1,4
45042,165369,151,5
45043,165371,4,2
45044,165373,1,6
45045,165375,4,2
45046,165377,20,9
45047,165379,4,2
45048,165381,1,6
45049,165383,1,4
45050,165387,3,8
45051,165389,1,4
45052,165391,1,5
45053,165393,224,8
45054,165395,1,2
45055,165397,192559,3
45056,165399,62,1
45057,165401,224,8
45058,165403,4,2
45059,165405,1,10
45060,165407,5018,6
45061,165409,16,2
45062,165411,4,1
45063,165413,48,5
45064,165415,1,6
45065,165417,4,1
45066,165419,20,1
45067,165421,37,1
45068,165423,188,3
45069,165425,163,5
45070,165427,459,7
45071,165429,163,1
45072,165431,4,1
45073,165433,163,1
45074,165435,459,5
45075,165437,546,5
45076,165439,1,6
45077,165441,4,1
45078,165443,12,2
45079,165445,16,1
45080,165447,4,5
45081,165449,4,1
45082,165451,4,3
45083,165453,4,5
45084,165455,163,2
45085,165457,673,8
45086,165461,22,3
45087,165463,20,3
45088,165465,4,3
45089,165467,4,2
45090,165469,4,2
45091,165473,37,2
45092,165475,66,1
45093,165477,66,2
45094,165479,32,2
45095,165481,3,2
45096,165483,411,8
45097,165485,12,2
45098,165487,12,8
45099,165489,5690,3
45100,165491,77,4
45101,165493,37,3
45102,165495,20,9
45103,165497,1,9
45104,165499,351,9
45105,165501,1,10
45106,165503,3502,2
45107,165505,12,3
45108,165507,66,2
45109,165509,4,2
45110,165511,110,3
45111,165513,4,8
45112,165523,4,3
45113,165525,20,8
45114,165527,66320,3
45115,165529,4,3
45116,165531,12,2
45117,165533,1,5
45118,165535,12,1
45119,165537,12,2
45120,165539,37,3
45121,165541,382,5
45122,165543,20,2
45123,165545,22,3
45124,165547,37,2
45125,165549,25,3
45126,165551,3105,1
45127,165553,4,1
45128,165555,4,2
45129,165557,1,8
45130,165559,1,2
45131,165563,4,8
45132,165565,1,6
45133,165567,1,2
45134,165569,196,1
45135,165571,37,2
45136,165573,37,3
45137,165575,356,6
45138,165577,4,2
45139,165579,155,6
45140,165581,6,3
45141,165583,4,5
45142,165585,4,2
45143,165587,4,1
45144,165589,196,1
45145,165591,1,6
45146,165593,4,3
45147,165595,15,2
45148,165597,4,3
45149,165599,1,5
45150,165601,22,2
45151,165603,48150,1
45152,165605,1,4
45153,165607,4,8
45154,165609,81,5
45155,165611,6,1
45156,165613,4,2
45157,165615,37,2
45158,165617,4,1
45159,165619,1,6
45160,165621,196,2
45161,165623,4,2
45162,165625,1,8
45163,165627,6,3
45164,165629,558,3
45165,165631,20,3
45166,165633,4,3
45167,165635,6,2
45168,165637,546,5
45169,165639,27537,9
45170,165641,2626,2
45171,165643,4,2
45172,165645,275,6
45173,165647,6,3
45174,165649,20,2
45175,165651,20,1
45176,165653,37,3
45177,165655,22,2
45178,165661,188,3
45179,165663,151,2
45180,165665,112,14
45181,165667,480,4
45182,165669,4,2
45183,165671,37,2
45184,165673,4,1
45185,165675,198,2
45186,165677,4,2
45187,165679,3,6
45188,165681,1,6
45189,165683,1,6
45190,165685,37,2
45191,165687,37,1
45192,165689,22,3
45193,165691,37,2
45194,165693,37,3
45195,165695,37,2
45196,165699,6,1
45197,165701,66,3
45198,165703,382,5
45199,165707,20,8
45200,165709,4,5
45201,165711,37,1
45202,165713,77,1
45203,165715,37,2
45204,165717,37,2
45205,165719,1,8
45206,165721,1396,6
45207,165723,4,2
45208,165725,1,2
45209,165727,20,2
45210,165729,1,3
45211,165731,37,3
45212,165733,123715,2
45213,165735,1,6
45214,165737,3,2
45215,165739,4,1
45216,165741,3,5
45217,165743,1,4
45218,165745,3,2
45219,165747,12,2
45220,165749,1,4
45221,165751,4,1
45222,165753,2930,3
45223,165755,29,5
45224,165757,1,4
45225,165759,16,2
45226,165761,3,2
45227,165763,4,3
45228,165765,4,1
45229,165767,4,3
45230,165769,12,3
45231,165773,1,8
45232,165775,4,2
45233,165777,1,2
45234,165779,163,3
45235,165781,4,3
45236,165783,4,5
45237,165787,163,1
45238,165789,4,5
45239,165791,4,2
45240,165793,1,6
45241,165797,37,1
45242,165799,6,2
45243,165801,4,2
45244,165803,4,2
45245,165805,1,5
45246,165807,2617,3
45247,165809,163,2
45248,165811,3,2
45249,165813,3,2
45250,165815,20,9
45251,165817,4,1
45252,165819,1,2
45253,165821,37,1
45254,165823,37,3
45255,165825,4,2
45256,165827,37,2
45257,165829,4,8
45258,165831,117646,8
45259,165833,12,8
45260,165835,37,1
45261,165837,682,2
45262,165839,37,3
45263,165841,37,3
45264,165843,37,1
45265,165845,37,2
45266,165847,37,1
45267,165849,37,2
45268,165851,37,3
45269,165853,37,1
45270,165855,1,2
45271,165857,163,2
45272,165859,546,4
45273,165861,37,2
45274,165863,37,2
45275,165865,37,2
45276,165867,411,2
45277,165869,4,2
45278,165871,5018,5
45279,165873,37,3
45280,165875,22,3
45281,165877,22,2
45282,165879,12,1
45283,165881,37,2
45284,165883,6,3
45285,165885,6,1
45286,165887,4,2
45287,165889,6,1
45288,165891,12,1
45289,165893,1,2
45290,165895,4,6
45291,165897,1,6
45292,165899,37,3
45293,165901,3,8
45294,165903,1,8
45295,165905,6,2
45296,165907,6,2
45297,165909,6,3
45298,165911,6,1
45299,165913,6,2
45300,165915,6,3
45301,165917,4,1
45302,165919,10,3
45303,165923,22,1
45304,165925,4,3
45305,165927,1,5
45306,165929,1,3
45307,165931,1,5
45308,165933,37,1
45309,165935,4,6
45310,165937,3502,2
45311,165939,4,2
45312,165941,1,3
45313,165945,4,3
45314,165947,33679,8
45315,165949,4,1
45316,165951,4,6
45317,165953,22,1
45318,165957,4,8
45319,165959,1151,8
45320,165961,26093,6
45321,165963,1151,6
45322,165965,84,1
45323,165967,3,2
45324,165969,59105,2
45325,165971,20,2
45326,165973,163,3
45327,165977,4,1
45328,165979,163,3
45329,165981,6,3
45330,165983,163,3
45331,165985,163,2
45332,165987,157,2
45333,165989,4,3
45334,165995,22,1
45335,165997,6446,14
45336,166001,163,1
45337,166005,157,2
45338,166007,411,8
45339,166009,4,3
45340,166011,81,5
45341,166013,673,2
45342,166015,4,8
45343,166018,4,2
45344,166020,20,1
45345,166022,37,3
45346,166024,2390,4
45347,166026,198,1
45348,166028,37,3
45349,166030,20,1
45350,166034,4,3
45351,166036,4,1
45352,166038,37,3
45353,166040,4,1
45354,166042,1,3
45355,166044,426,3
45356,166046,48,9
45357,166048,4,2
45358,166050,4,2
45359,166052,3,8
45360,166054,20,1
45361,166056,20,8
45362,166060,29,5
45363,166062,20,8
45364,166064,110,2
45365,166066,4042,3
45366,166068,1,5
45367,166070,4,6
45368,166072,4,2
45369,166074,3,6
45370,166076,380,9
45371,166126,20,2
45372,166128,22,1
45373,166130,1,6
45374,166136,22,3
45375,166138,20,1
45376,166140,2455,3
45377,166143,41,1
45378,166145,37,3
45379,166147,4,6
45380,166149,48879,2
45381,166151,4,3
45382,166153,120,23
45383,166155,4,1
45384,166157,4,2
45385,166161,4,5
45386,166163,81132,3
45387,166165,112,16
45388,166167,4,6
45389,166169,20,8
45390,166171,12,1
45391,166173,3,1
45392,166177,4,2
45393,166179,27,6
45394,166181,12,3
45395,166183,673,3
45396,166185,1,2
45397,166187,20,3
45398,166189,1,2
45399,166191,1,4
45400,166193,1,9
45401,166195,4,3
45402,166197,27,6
45403,166199,1,4
45404,166201,4,6
45405,166203,546,5
45406,166205,1464,5
45407,166207,1,6
45408,166209,1,3
45409,166211,1,4
45410,166213,4,1
45411,166215,135488,3
45412,166217,27,3
45413,166221,1,5
45414,166223,2052,3
45415,166225,1,3
45416,166227,1,3
45417,166229,1,3
45418,166231,1,4
45419,166233,22,1
45420,166235,20,3
45421,166237,41,3
45422,166239,112,14
45423,166241,24,1
45424,166243,20,13
45425,166245,1,8
45426,166247,135611,2
45427,166249,20,3
45428,166251,20,2
45429,166255,1,6
45430,166259,37,2
45431,166263,4,3
45432,166265,12,2
45433,166267,37,2
45434,166269,29,5
45435,166271,1,2
45436,166273,6,2
45437,166275,4,1
45438,166277,4,3
45439,166279,1,6
45440,166281,12,8
45441,166283,4,3
45442,166285,1,4
45443,166287,6,1
45444,166291,42422,2
45445,166293,4,6
45446,166295,594,6
45447,166297,558,3
45448,166299,1,2
45449,166301,459,1
45450,166303,10,3
45451,166306,6,2
45452,166310,4,2
45453,166312,4,3
45454,166314,70,2
45455,166316,37,3
45456,166318,101,9
45457,166320,37,3
45458,166322,37,3
45459,166324,37,3
45460,166326,20,2
45461,166328,37,2
45462,166330,1,6
45463,166332,20,1
45464,166334,4,6
45465,166336,3,8
45466,166338,3,6
45467,166340,198,3
45468,166342,4,1
45469,166344,1,2
45470,166346,3,6
45471,166348,4,2
45472,166367,302,1
45473,166369,37,1
45474,166371,37,1
45475,166373,37,1
45476,166377,37,2
45477,166379,4,5
45478,166381,1,6
45479,166383,1,6
45480,166385,317,6
45481,166387,1,4
45482,166389,546,4
45483,166391,1,6
45484,166393,37,3
45485,166395,1,6
45486,166397,1,8
45487,166399,37,3
45488,166401,673,5
45489,166403,5734,1
45490,166405,1,6
45491,166407,163,2
45492,166409,37,1
45493,166411,4,5
45494,166413,1,3
45495,166415,110,2
45496,166417,4,8
45497,166419,4,2
45498,166423,20,3
45499,166425,4,2
45500,166429,4,1
45501,166433,37,1
45502,166441,20,1
45503,166443,4,2
45504,166445,1,8
45505,166447,4,1
45506,166449,4,5
45507,166451,16,3
45508,166453,4,3
45509,166455,1,2
45510,166457,24,2
45511,166459,327,13
45512,166461,1566,9
45513,166463,1189,3
45514,166465,37,3
45515,166467,22,2
45516,166472,1,2
45517,166474,4,2
45518,166476,22,1
45519,166478,12,1
45520,166480,6,3
45521,166482,2455,1
45522,166484,37,1
45523,166486,145418,1
45524,166488,151,1
45525,166490,37,2
45526,166492,180231,6
45527,166494,10,3
45528,166496,1,8
45529,166498,22,3
45530,166500,12,2
45531,166502,4,3
45532,166504,4,1
45533,166506,4,1
45534,166508,317,10
45535,166510,4,2
45536,166512,37,1
45537,166514,4,1
45538,166516,22,3
45539,166518,37,3
45540,166520,1,6
45541,166522,4,2
45542,166524,2164,6
45543,166526,1646,6
45544,166528,1210,3
45545,166530,90578,3
45546,166532,136018,2
45547,166534,7114,2
45548,166536,4,2
45549,166538,37,3
45550,166540,413,6
45551,166542,37,3
45552,166544,6,3
45553,166546,4,2
45554,166550,24,1
45555,166552,41,3
45556,166554,1,8
45557,166556,1,5
45558,166558,65682,3
45559,166560,20,2
45560,166562,110,1
45561,166564,1,6
45562,166566,22,2
45563,166568,100,1
45564,166570,37,3
45565,166572,4,3
45566,166574,4,6
45567,166576,4,8
45568,166578,4,6
45569,166580,123715,8
45570,166583,256,2
45571,166587,224,8
45572,166589,27683,13
45573,166591,101,14
45574,166593,4,2
45575,166595,12,6
45576,166597,4,1
45577,166599,16,3
45578,166601,20,2
45579,166603,12,1
45580,166605,12,2
45581,166607,20,1
45582,166609,196,3
45583,166611,119878,2
45584,166613,22,1
45585,166615,1,4
45586,166617,6,2
45587,166619,1,6
45588,166621,4,1
45589,166623,4,8
45590,166625,37,3
45591,166627,31549,2
45592,166629,4,2
45593,166631,12,1
45594,166633,37,3
45595,166635,3699,5
45596,166637,37,1
45597,166639,4,2
45598,166641,4,1
45599,166643,152071,3
45600,166645,1,6
45601,166647,1,2
45602,166649,1,2
45603,166651,4,2
45604,166653,1,6
45605,166655,22,2
45606,166657,6,2
45607,166659,37,1
45608,166663,70,8
45609,166665,37,1
45610,166667,6,3
45611,166669,459,6
45612,166671,3,8
45613,166673,3,6
45614,166675,16,2
45615,166677,4,2
45616,166679,22,1
45617,166685,3,2
45618,166687,37,2
45619,166695,37,2
45620,166699,37,3
45621,166701,587,8
45622,166703,4,8
45623,166705,1104,2
45624,166707,37,1
45625,166709,4,5
45626,166711,4,8
45627,166715,4,3
45628,166717,41,3
45629,166719,4,1
45630,166721,354,1
45631,166723,6,3
45632,166725,3,6
45633,166727,1,3
45634,166729,4,6
45635,166731,22,3
45636,166733,1,8
45637,166735,6,3
45638,166737,29,6
45639,166739,1,2
45640,166741,37,3
45641,166743,37,3
45642,166745,1,6
45643,166747,22,3
45644,166749,558,4
45645,166753,4,8
45646,166755,20,2
45647,166757,4,1
45648,166759,20,2
45649,166761,1,3
45650,166763,1,6
45651,166765,1,9
45652,166767,48,5
45653,166769,1,6
45654,166771,20,2
45655,166773,150872,1
45656,166775,1,8
45657,166777,70,9
45658,166779,12,3
45659,166782,22,2
45660,166784,6,2
45661,166786,4,1
45662,166788,127186,2
45663,166790,4,8
45664,166792,16,2
45665,166794,6,3
45666,166796,37,1
45667,166798,22,1
45668,166800,37,1
45669,166802,1,6
45670,166804,4,1
45671,166810,1,2
45672,166812,6042,2
45673,166814,4,2
45674,166816,4,1
45675,166818,20,2
45676,166820,12,3
45677,166822,16,2
45678,166824,62,1
45679,166826,4,3
45680,166828,4,2
45681,166830,37,1
45682,166832,81,5
45683,166834,16,1
45684,166836,37,1
45685,166838,22,3
45686,166840,4,1
45687,166842,3,8
45688,166844,1,2
45689,166846,12,2
45690,166848,12,1
45691,166850,771,8
45692,166852,1,10
45693,166854,84,3
45694,166856,22,1
45695,166858,4,1
45696,166860,3,8
45697,166862,4,8
45698,166864,37,3
45699,166866,3,6
45700,166868,77,1
45701,166870,37,1
45702,166872,135611,2
45703,166874,4,3
45704,166876,84768,3
45705,166878,4,3
45706,166880,37,3
45707,166882,37,2
45708,166884,37,1
45709,166886,37,2
45710,166888,37,2
45711,166890,37,1
45712,166892,1,8
45713,166894,3,5
45714,166896,62,3
45715,166898,84768,1
45716,166900,62,3
45717,166902,1,6
45718,166904,1,2
45719,166906,1,6
45720,166908,4,2
45721,166910,37,2
45722,166912,1,6
45723,166914,4,3
45724,166916,41,1
45725,166918,60937,3
45726,166920,1,3
45727,166922,37,1
45728,166924,37,1
45729,166926,1,4
45730,166928,1,2
45731,166930,1,6
45732,166932,1,8
45733,166934,1,2
45734,166936,6,2
45735,166938,3,2
45736,166940,872,3
45737,166942,4,2
45738,166944,22,3
45739,166946,4508,1
45740,166948,20,2
45741,166950,20,2
45742,166952,24,1
45743,166954,37,1
45744,166956,1,6
45745,166958,1,2
45746,166960,37,2
45747,166962,1,3
45748,166964,1,3
45749,166966,20,3
45750,166968,86,5
45751,166972,673,3
45752,166974,6,3
45753,166976,1,4
45754,166978,4,1
45755,166982,4,2
45756,166984,4,6
45757,166986,12,2
45758,166988,4,3
45759,166990,4,1
45760,166992,4,1
45761,166994,16,1
45762,166998,4,1
45763,167002,4,3
45764,167004,20,2
45765,167006,12,2
45766,167008,6,3
45767,167010,22,2
45768,167012,22,3
45769,167016,22,3
45770,167018,167634,2
45771,167020,37,3
45772,167026,1,6
45773,167028,1,9
45774,167030,1270,2
45775,167032,37,2
45776,167034,37,1
45777,167036,46337,6
45778,167038,4,5
45779,167040,6,2
45780,167042,317,10
45781,167044,1,8
45782,167046,4,3
45783,167048,1,6
45784,167050,36397,3
45785,167052,4,6
45786,167054,1,6
45787,167056,6,3
45788,167058,1,6
45789,167060,1,6
45790,167062,1037,2
45791,167064,6042,3
45792,167066,150872,3
45793,167068,20,1
45794,167070,70,2
45795,167072,4,2
45796,167074,724,5
45797,167076,1148,8
45798,167078,3,6
45799,167080,4,8
45800,167082,20,3
45801,167084,22,2
45802,167086,1,2
45803,167088,4,2
45804,167090,4,6
45805,167094,6,3
45806,167096,16,3
45807,167098,37,1
45808,167102,37,2
45809,167104,1,6
45810,167106,37,1
45811,167108,1,2
45812,167110,37,3
45813,167112,1,6
45814,167114,4,1
45815,167116,317,9
45816,167118,20,3
45817,167122,1,8
45818,167124,120,23
45819,167126,2987,4
45820,167128,84,2
45821,167130,6,3
45822,167132,1,4
45823,167134,27,5
45824,167136,4,3
45825,167140,3,2
45826,167142,3,8
45827,167144,1,8
45828,167146,1,8
45829,167148,1,2
45830,167150,1,2
45831,167152,6,1
45832,167154,4,5
45833,167156,20,1
45834,167158,37,2
45835,167160,37,2
45836,167162,553,1
45837,167164,4,2
45838,167166,4,3
45839,167168,4,1
45840,167170,20,3
45841,167172,2164,6
45842,167174,610,4
45843,167176,6,2
45844,167178,2164,6
45845,167180,22,2
45846,167182,12,6
45847,167184,2367,3
45848,167186,24,2
45849,167188,1,2
45850,167190,37,3
45851,167194,4,1
45852,167196,4,1
45853,167198,37,2
45854,167200,150872,3
45855,167202,3,8
45856,167204,37,3
45857,167206,22,1
45858,167210,6,1
45859,167212,163,3
45860,167214,6,2
45861,167222,163,2
45862,167224,163,2
45863,167228,163,2
45864,167230,163,2
45865,167234,20,3
45866,167236,4,3
45867,167238,1,8
45868,167240,29,4
45869,167242,37,1
45870,167244,37,2
45871,167246,1616,2
45872,167248,2873,4
45873,167250,3,2
45874,167252,398,2
45875,167254,6,1
45876,167256,4,2
45877,167258,4,3
45878,167260,1,6
45879,167262,1,6
45880,167264,22,3
45881,167266,3,2
45882,167268,22,1
45883,167272,4,8
45884,167274,4,3
45885,167276,1,4
45886,167278,1,5
45887,167280,1,6
45888,167284,12,2
45889,167286,4,2
45890,167288,48,5
45891,167290,22,3
45892,167294,4,2
45893,167296,4,2
45894,167300,3,2
45895,167302,1,6
45896,167304,1,3
45897,167306,3,8
45898,167310,22,3
45899,167316,12,2
45900,167318,1,5
45901,167320,22,3
45902,167322,37,3
45903,167324,4428,8
45904,167326,4,6
45905,167330,150872,3
45906,167332,4,2
45907,167334,4,1
45908,167336,37,2
45909,167338,20,2
45910,167340,37,1
45911,167342,1,2
45912,167344,37,2
45913,167348,41,2
45914,167350,20,2
45915,167352,1,8
45916,167354,16,2
45917,167356,29,3
45918,167358,37,3
45919,167360,32593,4
45920,167362,6,1
45921,167364,1,2
45922,167366,356,6
45923,167368,37,1
45924,167370,546,4
45925,167372,1,6
45926,167374,4,2
45927,167376,3,8
45928,167378,27,5
45929,167380,241,2
45930,167382,41,2
45931,167384,4,6
45932,167386,22,2
45933,167388,4,1
45934,167390,4,8
45935,167392,91844,3
45936,167394,37,1
45937,167398,4,3
45938,167400,150872,1
45939,167402,12,1
45940,167404,41,3
45941,167406,6,3
45942,167410,20,2
45943,167412,24,3
45944,167414,37,2
45945,167416,22,2
45946,167418,1,4
45947,167420,1464,5
45948,167422,22,2
45949,167424,224,8
45950,167426,4,1
45951,167428,22,1
45952,167430,4,1
45953,167432,93859,5
45954,167436,5065,5
45955,167438,150872,2
45956,167440,148978,3
45957,167442,4,2
45958,167444,1907,9
45959,167446,16,1
45960,167448,198,1
45961,167450,3624,16
45962,167454,1,9
45963,167456,20,1
45964,167460,155,5
45965,167462,22,3
45966,167466,4,3
45967,167468,16,1
45968,167470,411,6
45969,167472,110,2
45970,167474,4,1
45971,167476,27,3
45972,167478,86,5
45973,167480,37,2
45974,167482,4,1
45975,167484,3,6
45976,167486,4,2
45977,167488,6,3
45978,167490,37,3
45979,167492,37,3
45980,167494,1,2
45981,167498,1039,2
45982,167500,37,1
45983,167502,37,2
45984,167506,37,3
45985,167508,37,3
45986,167510,1,2
45987,167512,37,3
45988,167514,37,2
45989,167516,37,3
45990,167520,37,3
45991,167522,4,3
45992,167528,37,3
45993,167532,1,2
45994,167534,20,3
45995,167536,1,6
45996,167538,12,2
45997,167540,4,8
45998,167542,4,2
45999,167544,5824,3
46000,167546,26812,2
46001,167548,29,6
46002,167550,29,5
46003,167552,4,2
46004,167554,37,1
46005,167556,20,2
46006,167558,1,5
46007,167560,4,2
46008,167562,37,3
46009,167564,8849,8
46010,167568,12,3
46011,167570,59,2
46012,167572,141940,4
46013,167574,1,2
46014,167576,4902,1
46015,167578,3,8
46016,167580,1,4
46017,167582,673,10
46018,167584,1,6
46019,167586,4,2
46020,167592,20,1
46021,167594,4,3
46022,167596,6,2
46023,167598,20,8
46024,167600,20,2
46025,167602,1,8
46026,167604,4,2
46027,167606,4,1
46028,167608,4,3
46029,167610,1,9
46030,167612,22,3
46031,167616,426,3
46032,167618,1,10
46033,167620,3990,10
46034,167622,4,1
46035,167624,1,8
46036,167626,12,6
46037,167628,149717,3
46038,167630,20,1
46039,167632,29,5
46040,167634,167018,8
46041,167636,40339,17
46042,167638,4224,3
46043,167640,155064,2
46044,167642,682,2
46045,167644,258,9
46046,167646,20,2
46047,167648,4,1
46048,167650,20,1
46049,167652,317,10
46050,167654,44,4
46051,167656,1,6
46052,167658,37,1
46053,167660,37,3
46054,167662,22,3
46055,167664,150872,2
46056,167666,22,2
46057,167668,22,3
46058,167670,22,1
46059,167672,24,3
46060,167674,4,2
46061,167676,20,2
46062,167678,37,2
46063,167680,1,2
46064,167682,20,2
46065,167684,4,3
46066,167686,1,8
46067,167688,1,2
46068,167690,1,2
46069,167696,1,6
46070,167698,20,3
46071,167700,1,2
46072,167702,1,8
46073,167704,4,8
46074,167706,37,3
46075,167708,37,1
46076,167710,22,3
46077,167712,4,6
46078,167714,6213,3
46079,167716,1,5
46080,167718,4,6
46081,167720,16,2
46082,167722,20,2
46083,167724,4,2
46084,167726,1,14
46085,167728,29,3
46086,167730,4,3
46087,167732,450,6
46088,167734,70,8
46089,167736,163,3
46090,167738,464,4
46091,167740,2974,3
46092,167742,37,1
46093,167744,587,13
46094,167746,27155,2
46095,167748,1,8
46096,167752,27002,3
46097,167754,426,2
46098,167756,37,3
46099,167760,610,5
46100,167762,610,4
46101,167764,558,2
46102,167766,398,3
46103,167768,37,1
46104,167770,1,2
46105,167772,1,8
46106,167774,4719,2
46107,167776,1,2
46108,167778,4,3
46109,167780,558,3
46110,167782,1,8
46111,167784,1,2
46112,167786,22,2
46113,167788,1,8
46114,167790,317,10
46115,167792,1,9
46116,167794,2773,1
46117,167796,97065,9
46118,167798,3,2
46119,167800,1,6
46120,167802,37,3
46121,167804,32,1
46122,167806,1,8
46123,167808,37,3
46124,167810,6,1
46125,167812,4,2
46126,167814,4,3
46127,167816,22,2
46128,167818,37,1
46129,167822,1,6
46130,167824,20,1
46131,167826,22,3
46132,167828,4,1
46133,167830,4,1
46134,167832,1625,2
46135,167834,37,1
46136,167836,22,2
46137,167838,2735,16
46138,167840,4,2
46139,167842,327,8
46140,167844,1,6
46141,167848,161,2
46142,167850,558,3
46143,167852,70,3
46144,167854,1,8
46145,167856,37,1
46146,167858,20,2
46147,167860,6,2
46148,167864,4,3
46149,167866,27,5
46150,167868,22,1
46151,167870,2930,1
46152,167872,163,3
46153,167874,6,1
46154,167876,10,3
46155,167878,546,4
46156,167880,1,4
46157,167882,163,3
46158,167884,2527,1
46159,167886,6,1
46160,167888,81,1
46161,167890,6,2
46162,167892,10,3
46163,167894,6,1
46164,167896,20,2
46165,167898,6,2
46166,167902,6,3
46167,167904,1616,3
46168,167906,688,5
46169,167910,688,4
46170,167912,1,3
46171,167914,6,3
46172,167918,688,5
46173,167924,1,2
46174,167926,160,3
46175,167930,198,1
46176,167932,6,1
46177,167934,10,3
46178,167936,20,3
46179,167938,6,3
46180,167940,20,3
46181,167942,160,5
46182,167944,6,2
46183,167946,110,3
46184,167948,66,2
46185,167950,6,2
46186,167952,6,3
46187,167954,1,5
46188,167956,37,1
46189,167958,37,2
46190,167960,1,6
46191,167962,37,1
46192,167964,1,2
46193,167966,1,2
46194,167968,1,2
46195,167970,1,4
46196,167972,1,6
46197,167974,1,8
46198,167976,4,3
46199,167978,37,3
46200,167980,16,3
46201,167982,4,3
46202,167984,135611,2
46203,167986,32,3
46204,167988,6,3
46205,167990,1,2
46206,167992,37,2
46207,167994,22,3
46208,167996,3,2
46209,167998,4,2
46210,168000,3,1
46211,168002,1,4
46212,168004,1,3
46213,168006,1,10
46214,168008,1,3
46215,168010,317,6
46216,168012,4,6
46217,168014,4,1
46218,168016,258,9
46219,168018,1,3
46220,168020,4,2
46221,168022,4,6
46222,168024,135611,2
46223,168026,546,4
46224,168028,3,2
46225,168030,3,5
46226,168032,1,5
46227,168034,258,10
46228,168036,314,5
46229,168038,3,2
46230,168040,29,3
46231,168042,3,2
46232,168044,3,6
46233,168046,48,6
46234,168048,3,6
46235,168050,135611,2
46236,168052,3,2
46237,168054,4,1
46238,168056,4,2
46239,168058,110,3
46240,168060,176105,2
46241,168062,12,3
46242,168064,6,1
46243,168066,6,1
46244,168068,110,3
46245,168070,37,1
46246,168072,1,2
46247,168074,480,5
46248,168076,27,6
46249,168080,22,2
46250,168082,546,5
46251,168084,4,6
46252,168086,4,2
46253,168088,4,2
46254,168090,2987,4
46255,168092,20,2
46256,168096,20,3
46257,168098,4,5
46258,168102,37,1
46259,168104,29,6
46260,168106,150872,1
46261,168108,22,2
46262,168110,6,3
46263,168112,22,3
46264,168114,20,3
46265,168116,4,6
46266,168118,4,8
46267,168120,4,2
46268,168122,4633,1
46269,168124,3,8
46270,168126,6,2
46271,168128,20,3
46272,168130,20,2
46273,168132,20,2
46274,168134,1,2
46275,168136,4,1
46276,168138,20,2
46277,168140,1,4
46278,168142,1,8
46279,168144,1,6
46280,168146,3,8
46281,168148,4,3
46282,168150,1,5
46283,168152,1,6
46284,168154,724,6
46285,168156,4,8
46286,168158,1,2
46287,168160,131276,2
46288,168162,131276,3
46289,168164,4,2
46290,168166,1,6
46291,168168,4,3
46292,168170,20,2
46293,168172,1,6
46294,168174,1,2
46295,168178,682,3
46296,168182,41,3
46297,168184,4,2
46298,168188,16,3
46299,168192,1,6
46300,168194,1,8
46301,168198,2232,1
46302,168202,266,2
46303,168204,1,8
46304,168206,3,8
46305,168208,1,2
46306,168210,4,1
46307,168212,1,2
46308,168214,6,3
46309,168216,12,2
46310,168218,2987,4
46311,168222,27,3
46312,168224,1,2
46313,168226,1,8
46314,168228,1,8
46315,168230,20,8
46316,168232,37,3
46317,168234,37,1
46318,168238,1,4
46319,168240,4,2
46320,168242,22,3
46321,168244,22,3
46322,168246,5018,3
46323,168248,23,2
46324,168250,4097,1
46325,168252,68319,1
46326,168254,32076,4
46327,168256,6,2
46328,168258,1,6
46329,168260,44243,8
46330,168262,20,1
46331,168264,22,2
46332,168266,1410,7
46333,168268,29,6
46334,168270,1,4
46335,168272,47999,3
46336,168274,4210,1
46337,168276,29,5
46338,168278,24,3
46339,168280,66,2
46340,168282,411,6
46341,168284,22,1
46342,168286,3409,1
46343,168288,7022,2
46344,168290,1,2
46345,168292,4,2
46346,168294,1,3
46347,168296,37,2
46348,168298,4,1
46349,168300,3,8
46350,168302,4,1
46351,168304,1,8
46352,168306,1,2
46353,168308,4,6
46354,168310,413,2
46355,168312,1,6
46356,168314,22,3
46357,168316,4,1
46358,168318,12,3
46359,168320,382,5
46360,168322,22,2
46361,168324,20,2
46362,168326,1353,8
46363,168328,4191,2
46364,168330,102245,2
46365,168332,37,2
46366,168334,4,8
46367,168336,169,5
46368,168338,4,2
46369,168342,4,6
46370,168344,38294,3
46371,168346,37,3
46372,168348,6,3
46373,168350,4,3
46374,168352,22,1
46375,168354,4,2
46376,168356,4,3
46377,168358,32,3
46378,168360,20,2
46379,168362,22,1
46380,168364,3,6
46381,168366,130073,5
46382,168368,4,2
46383,168370,1,8
46384,168372,1,8
46385,168374,163,3
46386,168376,196,2
46387,168378,1,8
46388,168382,724,6
46389,168386,12,2
46390,168388,4,1
46391,168390,1,8
46392,168394,12,2
46393,168396,1,6
46394,168398,4,3
46395,168400,6,2
46396,168402,4,5
46397,168404,123715,8
46398,168406,4,1
